"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"83","Dak Prescott","DAL","qb","10","@LV","18.5","25.8031","35.4623","256.9415","1.844","0.6847","1.9971","1.9502","12.4502","0.0112","0","0","0","0","0","0","0.0994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Bo Nix","DEN","qb","12","KC","18.5","24.3779","35.5137","232.0094","1.707","0.6555","1.4722","5.118","19.8815","0.1443","0","0","0","0","0","0","0.0908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Drake Maye","NE","qb","14","NYJ","18.5","20.9517","28.7108","225.6265","1.5406","0.6016","2.8829","7.2809","28.8825","0.1473","0","0","0","0","0","0","0.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Tony Pollard","TEN","rb","10","HST","8.2","0","0","0","0","0","0","11.1052","43.297","0.2389","1.7861","1.4219","9.4653","0.0259","0.1729","0.0777","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Brock Purdy","SF","qb","14","@ARZ","18.3","24.1043","32.6476","260.4317","1.6159","0.7404","1.8385","3.3748","15.099","0.0733","0","0","0","0","0","0","0.0884","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","DJ Moore","CHI","wr","5","@MIN","9.8","0","0","0","0","0","0","0.1984","1.0948","0.0081","5.6104","3.7513","43.9833","0.2415","0.0458","0.025","0.0147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Hunter Henry","NE","te","14","NYJ","9.3","0","0","0","0","0","0","0","0","0","4.9282","3.5557","38.1302","0.3213","0","0","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Harold Fannin Jr.","CLV","te","9","BLT","9.3","0","0","0","0","0","0","0","0","0","6.3078","4.3513","36.6859","0.2159","0","0","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Zach Charbonnet","SEA","rb","8","@LA","8","0","0","0","0","0","0","10.0428","36.1052","0.3885","1.4229","1.2598","6.2939","0.0346","0.1406","0.0631","0.0172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Tyjae Spears","TEN","rb","10","HST","7.9","0","0","0","0","0","0","7.9771","30.7549","0.2057","2.3965","2.038","13.1174","0.0424","0.1246","0.0567","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Baker Mayfield","TB","qb","9","@BUF","18.1","22.6271","32.2838","230.5012","1.7768","0.7366","2.79","4.0628","14.7179","0.1377","0","0","0","0","0","0","0.0974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Parker Washington","JAX","wr","8","LAC","9.6","0","0","0","0","0","0","0.2366","1.3308","0.0124","5.7667","3.5805","44.0471","0.2412","0.0418","0.0227","0.0138","18.5569","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Mark Andrews","BLT","te","7","@CLV","9.1","0","0","0","0","0","0","0","0","0","4.629","3.386","32.2691","0.4005","0","0","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Sean Tucker","TB","rb","9","@BUF","7.8","0","0","0","0","0","0","8.7513","40.6766","0.2922","1.35","1.0244","7.0682","0.04","0.1385","0.0628","0.0163","36.9825","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Zach Ertz","WAS","te","12","@MIA","9","0","0","0","0","0","0","0","0","0","4.7068","3.6095","35.4367","0.3061","0","0","0.0152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Jordan Mason","MIN","rb","6","CHI","7.7","0","0","0","0","0","0","8.7047","38.497","0.2644","1.552","1.2575","8.3659","0.0305","0.1476","0.0664","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Jakobi Meyers","JAX","wr","8","LAC","9.4","0","0","0","0","0","0","0","0","0","5.8037","3.8893","41.5942","0.2236","0","0","0.0136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Ricky Pearsall","SF","wr","14","@ARZ","9.4","0","0","0","0","0","0","0.2359","1.3349","0.0085","5.3209","3.5251","43.2478","0.2268","0.0415","0.0225","0.0144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Devin Singletary","NYG","rb","14","GB","7.6","0","0","0","0","0","0","7.7807","27.2335","0.2348","2.5178","1.9677","12.0801","0.0558","0.1353","0.0625","0.0153","35.5346","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Kyle Monangai","CHI","rb","5","@MIN","7.5","0","0","0","0","0","0","8.3372","36.5755","0.2952","1.4531","1.155","7.85","0.0351","0.1365","0.0615","0.0128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Jerry Jeudy","CLV","wr","9","BLT","9.2","0","0","0","0","0","0","0","0","0","6.564","3.5827","43.203","0.2183","0","0","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Christian Watson","GB","wr","5","@NYG","9.1","0","0","0","0","0","0","0","0","0","5.0327","2.8676","44.3472","0.2939","0","0","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Mason Taylor","NYJ","te","9","@NE","8.6","0","0","0","0","0","0","0","0","0","5.3497","3.9879","30.3663","0.2642","0","0","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Malik Washington","MIA","wr","12","WAS","9","0","0","0","0","0","0","1.2643","7.6107","0.0215","4.8941","3.5921","30.902","0.2452","0.0568","0.0294","0.0164","49.1785","0.0226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Dawson Knox","BUF","te","7","TB","8.5","0","0","0","0","0","0","0","0","0","4.7574","3.2075","35.0687","0.2942","0","0","0.0165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Jacory Croskey-Merritt","WAS","rb","12","@MIA","7.2","0","0","0","0","0","0","8.8077","37.4587","0.3108","1.2158","0.9318","5.119","0.0336","0.138","0.0623","0.0141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Kenneth Gainwell","PIT","rb","5","CIN","7.1","0","0","0","0","0","0","4.7215","21.067","0.136","2.7927","2.296","14.734","0.0739","0.1029","0.0478","0.0139","40.6679","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Brashard Smith","KC","rb","10","@DEN","6.8","0","0","0","0","0","0","5.1388","18.3248","0.1596","2.5397","2.1245","14.1173","0.0766","0.0924","0.0432","0.0144","31.7625","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Sam Darnold","SEA","qb","8","@LA","17","22.3941","30.4991","241.6067","1.5923","0.7429","2.8491","3.1645","11.0726","0.0658","0","0","0","0","0","0","0.0922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Darnell Mooney","ATL","wr","5","CAR","8.5","0","0","0","0","0","0","0","0","0","5.3295","3.0727","41.1816","0.2076","0","0","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Dalton Schultz","HST","te","6","@TEN","8","0","0","0","0","0","0","0","0","0","4.9396","3.4929","34.3183","0.1723","0","0","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","Keon Coleman","BUF","wr","7","TB","8.4","0","0","0","0","0","0","0","0","0","4.8805","2.9374","38.2819","0.269","0","0","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Nick Chubb","HST","rb","6","@TEN","6.6","0","0","0","0","0","0","8.1245","33.4344","0.2032","1.6268","1.1598","6.4843","0.0382","0.1244","0.0569","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Tua Tagovailoa","MIA","qb","12","WAS","16.9","22.3346","30.3104","230.5026","1.8447","0.7501","1.7109","1.7021","6.6814","0.0274","0","0","0","0","0","0","0.091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Caleb Williams","CHI","qb","5","@MIN","16.9","21.6707","31.9852","222.5547","1.3554","0.5961","3.0087","6.4094","21.2102","0.1468","0","0","0","0","0","0","0.0867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Matthew Stafford","LA","qb","8","SEA","16.8","25.0831","34.8635","255.7261","1.6427","0.6429","2.0135","2.8691","4.0394","0.0153","0","0","0","0","0","0","0.0897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Tyler Allgeier","ATL","rb","5","CAR","6.5","0","0","0","0","0","0","8.2852","35.0536","0.2874","0.8348","0.6839","4.7826","0.0197","0.13","0.058","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Chris Rodriguez Jr.","WAS","rb","12","@MIA","6.5","0","0","0","0","0","0","8.7332","37.1884","0.3343","0.6203","0.5052","2.102","0.0193","0.1132","0.0504","0.0121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Jacoby Brissett","ARZ","qb","8","SF","16.7","23.9289","33.6287","224.3609","1.4182","0.6058","2.8135","4.5426","16.5846","0.1399","0","0","0","0","0","0","0.0845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Calvin Austin III","PIT","wr","5","CIN","8.2","0","0","0","0","0","0","0","0","0","4.9401","3.1453","33.999","0.2702","0","0","0.0143","14.2008","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Calvin Ridley","TEN","wr","10","HST","8.1","0","0","0","0","0","0","0.2651","1.3278","0.01","5.4889","2.9324","38.9691","0.1761","0.0399","0.0216","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Tez Johnson","TB","wr","9","@BUF","8.1","0","0","0","0","0","0","0","0","0","4.4286","2.8081","35.3404","0.2875","0","0","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Elic Ayomanor","TEN","wr","10","HST","8.1","0","0","0","0","0","0","0","0","0","6.0375","3.4129","35.0814","0.1861","0","0","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Jared Goff","DET","qb","8","@PHI","16.5","24.3199","31.8551","237.3836","1.613","0.6086","2.335","1.927","5.5436","0.0621","0","0","0","0","0","0","0.0996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Cooper Kupp","SEA","wr","8","@LA","8","0","0","0","0","0","0","0","0","0","4.176","2.9545","37.0677","0.2197","0","0","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Greg Dortch","ARZ","wr","8","SF","8","0","0","0","0","0","0","0.2162","1.3035","0.0113","5.0475","3.6701","29.634","0.2006","0.0443","0.0241","0.0125","60.9471","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Rashid Shaheed","SEA","wr","8","@LA","8","0","0","0","0","0","0","0","0","0","4.5669","2.8886","37.2789","0.2289","0","0","0.0135","66.8579","0.0271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Evan Engram","DEN","te","12","KC","7.5","0","0","0","0","0","0","0","0","0","4.7612","3.5746","28.3788","0.1719","0","0","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","T.J. Hockenson","MIN","te","6","CHI","7.5","0","0","0","0","0","0","0","0","0","4.6879","3.4422","28.4442","0.2057","0","0","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Isaiah Davis","NYJ","rb","9","@NE","6.2","0","0","0","0","0","0","4.2887","15.917","0.1126","2.7067","2.202","13.3001","0.0743","0.0892","0.0415","0.0108","41.7039","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","David Njoku","CLV","te","9","BLT","7.4","0","0","0","0","0","0","0","0","0","4.98","3.4331","27.2667","0.2117","0","0","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","Joe Flacco","CIN","qb","10","@PIT","16.4","26.8185","37.9413","254.6663","1.5651","0.9079","2.7678","1.7358","2.9002","0.0664","0","0","0","0","0","0","0.0843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Mack Hollins","NE","wr","14","NYJ","7.8","0","0","0","0","0","0","0","0","0","4.0236","2.8352","34.175","0.2501","0","0","0.0121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Colston Loveland","CHI","te","5","@MIN","7.3","0","0","0","0","0","0","0","0","0","4.2946","2.9281","30.8591","0.2136","0","0","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Keaton Mitchell","BLT","rb","7","@CLV","6","0","0","0","0","0","0","3.6458","15.1523","0.1117","2.342","1.964","14.2593","0.0728","0.0705","0.0334","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Geno Smith","LV","qb","8","DAL","16.2","22.5285","30.7876","226.9924","1.5447","0.6841","2.8172","3.0305","11.0283","0.0635","0","0","0","0","0","0","0.0762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Aaron Rodgers","PIT","qb","5","CIN","16.1","21.0545","29.781","218.2542","1.7167","0.5009","1.7137","1.7864","6.3219","0.0408","0","0","0","0","0","0","0.0861","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Greg Dulcich","MIA","te","12","WAS","7.1","0","0","0","0","0","0","0","0","0","3.9001","2.8129","27.9685","0.2426","0","0","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","AJ Barner","SEA","te","8","@LA","7","0","0","0","0","0","0","0","0","0","3.5463","2.7035","26.4458","0.2669","0","0","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Jordan Love","GB","qb","5","@NYG","15.9","20.5264","29.7042","222.5465","1.4922","0.6104","1.688","2.4872","9.9627","0.0751","0","0","0","0","0","0","0.0967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","J.J. McCarthy","MIN","qb","6","CHI","15.9","20.5458","30.7177","213.8153","1.2501","0.9095","3.1455","5.0783","20.9366","0.165","0","0","0","0","0","0","0.0798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Tyler Lockett","LV","wr","8","DAL","7.4","0","0","0","0","0","0","0","0","0","4.3684","2.9063","32.107","0.2112","0","0","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Jaylin Lane","WAS","wr","12","@MIA","7.4","0","0","0","0","0","0","0","0","0","4.6929","2.847","31.739","0.2236","0","0","0.0152","44.5915","0.0217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Chuba Hubbard","CAR","rb","14","@ATL","5.6","0","0","0","0","0","0","4.5052","17.5309","0.1176","2.047","1.6888","10.073","0.0711","0.0792","0.0369","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Trevor Lawrence","JAX","qb","8","LAC","15.8","22.8977","33.9829","214.4441","1.3423","0.8119","2.3182","3.6381","15.2047","0.1595","0","0","0","0","0","0","0.0817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Jaret Patterson","LAC","rb","12","@JAX","5.5","0","0","0","0","0","0","5.7481","23.1017","0.1246","1.5693","1.2783","8.8112","0.045","0.0915","0.0418","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Noah Fant","CIN","te","10","@PIT","6.7","0","0","0","0","0","0","0","0","0","4.1034","3.1294","24.9418","0.1695","0","0","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Luke Musgrave","GB","te","5","@NYG","6.7","0","0","0","0","0","0","0","0","0","3.7731","2.7591","28.0255","0.1815","0","0","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Jonnu Smith","PIT","te","5","CIN","6.6","0","0","0","0","0","0","0","0","0","3.5476","2.7059","23.8035","0.2496","0","0","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Jeremy McNichols","WAS","rb","12","@MIA","5.3","0","0","0","0","0","0","3.115","14.972","0.1241","1.9259","1.5652","12.1289","0.0479","0.0597","0.0282","0.0098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Blake Corum","LA","rb","8","SEA","5.3","0","0","0","0","0","0","6.9933","25.9652","0.2053","1.2079","0.8932","4.7074","0.0273","0.0881","0.0403","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Jameis Winston","NYG","qb","14","GB","15.5","23.5364","33.0878","223.1215","1.3818","0.9471","2.7165","3.7783","13.1538","0.0838","0","0","0","0","0","0","0.0791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Matthew Golden","GB","wr","5","@NYG","7","0","0","0","0","0","0","0","0","0","4.0223","2.6366","32.6054","0.1756","0","0","0.0131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Olamide Zaccheaus","CHI","wr","5","@MIN","6.9","0","0","0","0","0","0","0","0","0","4.535","3.2308","26.2004","0.171","0","0","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Chimere Dike","TEN","wr","10","HST","6.9","0","0","0","0","0","0","0","0","0","4.8382","2.9556","30.3354","0.1554","0","0","0.0088","89.0363","0.0371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Brock Wright","DET","te","8","@PHI","6.4","0","0","0","0","0","0","0","0","0","3.4856","2.8097","21.4254","0.237","0","0","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Ollie Gordon II","MIA","rb","12","WAS","5.1","0","0","0","0","0","0","5.0345","20.8926","0.1568","1.2404","1.0255","7.5712","0.0461","0.0791","0.0361","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Jalen Coker","CAR","wr","14","@ATL","6.8","0","0","0","0","0","0","0","0","0","4.2903","2.7696","28.1985","0.1957","0","0","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Pat Freiermuth","PIT","te","5","CIN","6.3","0","0","0","0","0","0","0","0","0","3.1791","2.3945","24.6228","0.2319","0","0","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Emanuel Wilson","GB","rb","5","@NYG","5","0","0","0","0","0","0","5.4228","23.6041","0.1834","1.1005","0.8622","5.3095","0.0339","0.099","0.045","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Bhayshul Tuten","JAX","rb","8","LAC","4.9","0","0","0","0","0","0","5.1843","20.3594","0.1681","1.3578","1.0145","6.5533","0.0366","0.0959","0.044","0.0093","42.9009","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Xavier Legette","CAR","wr","14","@ATL","6.6","0","0","0","0","0","0","0.1707","1.0343","0.0022","4.4349","2.7154","23.7995","0.232","0.0339","0.0185","0.0112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Marcus Mariota","WAS","qb","12","@MIA","15","19.7667","28.1139","208.0439","1.3894","0.7073","2.0569","2.2478","16.2741","0.0023","0","0","0","0","0","0","0.0911","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
